,business_classification,business_impact,business_relevance,category_id,data_confidentiality,eoldriver,extensibility,geographical_scope,has_dependencies,id,io_intensity,latency_sensitivity,no_of_users,scalability,service_level,source_code_available,stage,type,user_facing,workload_variation,dependencies.Hardware.Dependent,dependencies.Operating.Environment.Dependent,dependencies.Operating.System.Dependent,IsPassPlatAvail,IsHarwareSupported,IsOSSupported,IsPlatformSupported,IsDatabaseSupported,pivot.disposition_1
656,NONCRI,SOME_PROD,REVSUP,13,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,INTERNATIONAL,0,1969,MEDIUM,MEDIUM,5,VERTICAL,NONE,1,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
657,PRODIMP,SOME_PROD,INTSUP,49,APPROVED_PUBLIC_DATACENTER,BU,SOA,NATIONAL,0,1972,MEDIUM,MEDIUM,7,MIXED,NONE,1,EUMN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
658,PRODIMP,SOME_PROD,REVSUP,16,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,REGIONAL,0,1975,MEDIUM,MEDIUM,6,MIXED,BOTH,1,EUMN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
659,NONCRI,SOME_PROD,REVGEN,37,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,1978,MEDIUM,LOW,5,MIXED,PERF,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
660,MISCRI,LARGE_FIN_COMP,REVSUP,52,APPROVED_PUBLIC_DATACENTER,TE,SOA,INTERNATIONAL,0,1981,HIGH,LOW,6,MIXED,NONE,1,EUMN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
661,BUSIIMP,LARGE_FIN_COMP,INTSUP,64,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,NATIONAL,0,1984,HIGH,MEDIUM,5,MIXED,NONE,1,NEW,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
662,NONCRI,SOME_FIN_PROD,REVSUP,67,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,REGIONAL,0,1987,MEDIUM,LOW,5,MIXED,PERF,1,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
663,MISCRI,SOME_FIN_PROD,REVGEN,22,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,NATIONAL,0,1990,HIGH,MEDIUM,6,HORIZONTAL,AVAI,1,NEW,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
664,PRODIMP,SOME_FIN_PROD,REVSUP,55,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,1993,LOW,HIGH,5,VERTICAL,BOTH,0,EUMN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
665,PRODIMP,SOME_FIN_PROD,REVGEN,49,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,LOCAL,0,1996,LOW,LOW,4,VERTICAL,PERF,1,NEW,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
666,BUSIIMP,LARGE_FIN_COMP,REVSUP,49,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,1999,LOW,LOW,5,HORIZONTAL,PERF,0,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
667,PRODIMP,SOME_PROD,REVGEN,4,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,LOCAL,0,2002,MEDIUM,LOW,7,VERTICAL,PERF,1,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
668,NONCRI,LARGE_FIN_COMP,REVSUP,67,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,REGIONAL,0,2005,MEDIUM,HIGH,3,HORIZONTAL,NONE,1,EMAN,THICK,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
669,MISCRI,SOME_FIN_PROD,INTSUP,43,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,INTERNATIONAL,0,2008,MEDIUM,HIGH,6,VERTICAL,AVAI,0,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
670,NONCRI,LARGE_FIN_COMP,INTSUP,67,APPROVED_PUBLIC_DATACENTER,TE,SOA,NATIONAL,0,2011,HIGH,MEDIUM,4,HORIZONTAL,NONE,0,EUMN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
671,PRODIMP,SOME_PROD,INTSUP,7,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,INTERNATIONAL,0,2014,HIGH,HIGH,5,VERTICAL,NONE,1,EUMN,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
672,PRODIMP,SOME_PROD,REVSUP,16,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,2017,MEDIUM,MEDIUM,3,HORIZONTAL,AVAI,1,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
673,MISCRI,SOME_PROD,REVSUP,37,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,LOCAL,0,2020,HIGH,MEDIUM,6,MIXED,NONE,1,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
674,NONCRI,SOME_FIN_PROD,INTSUP,49,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,INTERNATIONAL,0,2023,HIGH,LOW,7,MIXED,AVAI,1,EUMN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
675,MISCRI,LARGE_FIN_COMP,REVGEN,28,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,LOCAL,0,2026,LOW,LOW,3,HORIZONTAL,PERF,1,EUMN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
676,NONCRI,LARGE_FIN_COMP,REVGEN,61,APPROVED_PUBLIC_DATACENTER,TE,SOA,REGIONAL,0,2029,HIGH,HIGH,4,VERTICAL,NONE,1,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
677,NONCRI,LARGE_FIN_COMP,REVSUP,19,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,1,2032,LOW,MEDIUM,4,MIXED,NONE,1,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,1,0,0,1,1,1,1,Migrate
678,BUSIIMP,SOME_PROD,INTSUP,49,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,LOCAL,0,2035,MEDIUM,LOW,6,MIXED,NONE,0,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
679,NONCRI,LARGE_FIN_COMP,REVGEN,43,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,2038,LOW,HIGH,6,MIXED,PERF,1,EMAN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
680,MISCRI,LARGE_FIN_COMP,INTSUP,46,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,NATIONAL,0,2041,LOW,HIGH,5,HORIZONTAL,PERF,1,EUMN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
681,BUSICRI,SOME_FIN_PROD,REVGEN,31,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,2044,LOW,HIGH,3,VERTICAL,AVAI,1,NEW,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
682,BUSICRI,SOME_FIN_PROD,RISKSUP,13,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,LOCAL,0,2047,LOW,LOW,4,MIXED,AVAI,0,NEW,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
683,PRODIMP,SOME_PROD,REVSUP,19,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,LOCAL,0,2050,LOW,MEDIUM,4,HORIZONTAL,AVAI,0,EUMN,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
684,BUSICRI,SOME_FIN_PROD,INTSUP,4,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,REGIONAL,0,2053,MEDIUM,LOW,3,HORIZONTAL,NONE,0,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
685,BUSICRI,SOME_PROD,REVGEN,13,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,2056,MEDIUM,MEDIUM,6,HORIZONTAL,BOTH,1,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
686,BUSICRI,SOME_FIN_PROD,REVSUP,37,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,NATIONAL,0,2059,LOW,LOW,7,HORIZONTAL,AVAI,1,NEW,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
687,BUSICRI,SOME_FIN_PROD,REVSUP,7,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,REGIONAL,0,2062,MEDIUM,LOW,3,VERTICAL,AVAI,1,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
688,PRODIMP,LARGE_FIN_COMP,REVGEN,13,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,LOCAL,0,2065,MEDIUM,LOW,5,VERTICAL,NONE,0,NEW,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
689,BUSICRI,LARGE_FIN_COMP,REVGEN,61,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,INTERNATIONAL,0,2068,LOW,HIGH,4,VERTICAL,AVAI,1,EMAN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
690,PRODIMP,SOME_FIN_PROD,RISKSUP,61,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,REGIONAL,0,2071,MEDIUM,MEDIUM,4,MIXED,PERF,1,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
691,BUSICRI,LARGE_FIN_COMP,REVGEN,31,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,2074,HIGH,HIGH,7,HORIZONTAL,BOTH,0,EMAN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
692,PRODIMP,SOME_PROD,RISKSUP,40,APPROVED_PUBLIC_DATACENTER,BU,SOA,NATIONAL,0,2077,LOW,HIGH,6,VERTICAL,AVAI,1,EUMN,WEB,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
693,PRODIMP,SOME_FIN_PROD,INTSUP,7,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,2080,LOW,LOW,4,HORIZONTAL,BOTH,1,NEW,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
694,BUSIIMP,SOME_FIN_PROD,RISKSUP,40,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,2083,MEDIUM,MEDIUM,5,MIXED,NONE,0,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
695,BUSICRI,LARGE_FIN_COMP,REVSUP,58,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,NATIONAL,0,2086,LOW,MEDIUM,3,MIXED,BOTH,0,EMAN,BATCH,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
696,BUSIIMP,LARGE_FIN_COMP,REVGEN,58,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,2089,MEDIUM,LOW,4,HORIZONTAL,BOTH,1,EMAN,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
697,NONCRI,SOME_FIN_PROD,REVSUP,58,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,LOCAL,0,2092,MEDIUM,MEDIUM,5,MIXED,NONE,0,NEW,THICK,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
698,BUSICRI,SOME_PROD,REVGEN,22,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,NATIONAL,0,2095,LOW,LOW,7,VERTICAL,BOTH,0,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
699,BUSICRI,LARGE_FIN_COMP,INTSUP,52,APPROVED_PUBLIC_DATACENTER,BU,SOA,INTERNATIONAL,0,2098,MEDIUM,HIGH,7,VERTICAL,AVAI,1,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
700,MISCRI,LARGE_FIN_COMP,REVGEN,61,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,REGIONAL,0,2101,LOW,LOW,5,HORIZONTAL,AVAI,1,NEW,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
701,NONCRI,SOME_PROD,RISKSUP,52,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,LOCAL,1,2104,MEDIUM,MEDIUM,5,VERTICAL,BOTH,1,EMAN,WEB,INTERNAL,PREDICTABLE,0,1,1,0,1,0,1,1,Retain
702,PRODIMP,SOME_PROD,RISKSUP,28,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,LOCAL,0,2107,HIGH,HIGH,4,HORIZONTAL,BOTH,0,EMAN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
703,MISCRI,SOME_PROD,REVSUP,22,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,2110,MEDIUM,LOW,4,VERTICAL,PERF,1,EMAN,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
704,BUSICRI,LARGE_FIN_COMP,REVSUP,19,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,NATIONAL,0,2113,HIGH,LOW,7,MIXED,AVAI,1,NEW,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
705,BUSIIMP,SOME_PROD,REVGEN,46,NO_CONFIDENTIALITY_REQUIREMENT,BU,SOA,LOCAL,0,2116,HIGH,MEDIUM,3,VERTICAL,PERF,1,EMAN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
706,MISCRI,LARGE_FIN_COMP,REVSUP,28,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,NATIONAL,0,2119,HIGH,HIGH,3,HORIZONTAL,NONE,1,NEW,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
707,BUSICRI,SOME_FIN_PROD,INTSUP,28,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,LOCAL,0,2122,LOW,HIGH,4,MIXED,NONE,1,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
708,BUSIIMP,SOME_FIN_PROD,INTSUP,10,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,NATIONAL,0,2125,HIGH,MEDIUM,6,MIXED,NONE,0,EUMN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Retain
709,BUSICRI,LARGE_FIN_COMP,REVGEN,37,APPROVED_PUBLIC_DATACENTER,TE,SOA,REGIONAL,0,2128,MEDIUM,LOW,4,HORIZONTAL,NONE,1,EMAN,THICK,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
710,PRODIMP,SOME_PROD,RISKSUP,43,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,2131,MEDIUM,LOW,5,MIXED,AVAI,1,EMAN,DESKTOP,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
711,NONCRI,SOME_FIN_PROD,REVGEN,61,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,NATIONAL,0,2134,HIGH,LOW,4,HORIZONTAL,NONE,1,NEW,WEB,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
712,PRODIMP,LARGE_FIN_COMP,REVSUP,49,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,LOCAL,0,2137,LOW,HIGH,5,VERTICAL,PERF,0,EUMN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
713,NONCRI,SOME_FIN_PROD,INTSUP,55,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,REGIONAL,0,2140,MEDIUM,LOW,6,VERTICAL,NONE,1,EUMN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
714,BUSIIMP,LARGE_FIN_COMP,RISKSUP,52,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,REGIONAL,0,2143,LOW,MEDIUM,4,VERTICAL,AVAI,0,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
715,PRODIMP,SOME_FIN_PROD,REVSUP,7,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,2146,LOW,MEDIUM,3,HORIZONTAL,AVAI,1,EUMN,BATCH,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
716,BUSIIMP,LARGE_FIN_COMP,RISKSUP,10,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,LOCAL,0,2149,LOW,MEDIUM,4,HORIZONTAL,NONE,1,EMAN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Develop
717,PRODIMP,LARGE_FIN_COMP,INTSUP,7,APPROVED_PUBLIC_DATACENTER,TE,MONOLITH,INTERNATIONAL,0,2152,HIGH,LOW,5,VERTICAL,BOTH,1,EMAN,THICK,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
718,PRODIMP,LARGE_FIN_COMP,REVSUP,13,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,NATIONAL,0,2155,HIGH,MEDIUM,7,HORIZONTAL,PERF,1,NEW,BATCH,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
719,MISCRI,LARGE_FIN_COMP,REVSUP,25,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,INTERNATIONAL,0,2158,MEDIUM,LOW,7,MIXED,PERF,1,NEW,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
720,MISCRI,SOME_PROD,RISKSUP,16,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,NATIONAL,0,2161,LOW,MEDIUM,7,VERTICAL,NONE,1,EUMN,THICK,INTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Modernise
721,MISCRI,SOME_PROD,REVGEN,49,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,NATIONAL,0,2164,MEDIUM,LOW,6,MIXED,NONE,1,EUMN,THICK,INTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
722,BUSICRI,SOME_FIN_PROD,INTSUP,40,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,NATIONAL,0,2167,MEDIUM,MEDIUM,5,HORIZONTAL,AVAI,1,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
723,NONCRI,SOME_PROD,REVSUP,7,APPROVED_PUBLIC_DATACENTER,BU,SOA,LOCAL,0,2170,LOW,HIGH,4,MIXED,BOTH,1,EUMN,DESKTOP,EXTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Develop
724,MISCRI,SOME_FIN_PROD,REVSUP,25,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,NATIONAL,0,2173,MEDIUM,LOW,7,VERTICAL,NONE,1,EMAN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
725,BUSIIMP,SOME_PROD,REVGEN,58,NO_CONFIDENTIALITY_REQUIREMENT,TE,MONOLITH,INTERNATIONAL,0,2176,LOW,HIGH,3,HORIZONTAL,NONE,0,NEW,DESKTOP,INTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Retain
726,BUSIIMP,SOME_PROD,RISKSUP,37,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,REGIONAL,0,2179,LOW,LOW,7,VERTICAL,BOTH,0,NEW,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
727,BUSICRI,SOME_FIN_PROD,REVSUP,10,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,LOCAL,1,2182,MEDIUM,LOW,6,HORIZONTAL,NONE,0,EUMN,THICK,EXTERNAL,UNPREDICTABLE,0,0,1,0,1,0,1,1,Retain
728,BUSICRI,LARGE_FIN_COMP,REVSUP,64,NO_CONFIDENTIALITY_REQUIREMENT,TE,INTERFACES,REGIONAL,0,2185,HIGH,HIGH,3,VERTICAL,BOTH,1,EMAN,THICK,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
729,NONCRI,SOME_FIN_PROD,INTSUP,37,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,REGIONAL,0,2188,LOW,LOW,4,HORIZONTAL,NONE,1,NEW,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
730,MISCRI,LARGE_FIN_COMP,RISKSUP,43,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,LOCAL,0,2191,MEDIUM,HIGH,6,HORIZONTAL,NONE,1,EUMN,BATCH,EXTERNAL,NO_VARIATIOn,0,0,0,1,1,1,1,1,Modernise
731,MISCRI,LARGE_FIN_COMP,RISKSUP,19,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,INTERNATIONAL,0,2194,LOW,LOW,7,VERTICAL,PERF,0,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
732,PRODIMP,SOME_PROD,REVGEN,19,NOT_OUTSIDE_ENT_FIREWALL,BU,MONOLITH,LOCAL,0,2197,MEDIUM,LOW,6,HORIZONTAL,BOTH,1,NEW,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
733,BUSIIMP,SOME_PROD,REVGEN,28,APPROVED_PUBLIC_DATACENTER,BU,SOA,NATIONAL,0,2200,LOW,MEDIUM,3,MIXED,BOTH,1,EMAN,THICK,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
734,BUSICRI,SOME_FIN_PROD,REVSUP,4,NOT_OUTSIDE_ENT_FIREWALL,TE,MONOLITH,REGIONAL,0,2203,HIGH,MEDIUM,7,VERTICAL,PERF,1,NEW,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
735,PRODIMP,LARGE_FIN_COMP,REVGEN,10,APPROVED_PUBLIC_DATACENTER,BU,SOA,REGIONAL,0,2206,HIGH,HIGH,7,MIXED,AVAI,1,EMAN,THICK,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,1,1,1,Migrate
736,NONCRI,SOME_FIN_PROD,REVSUP,7,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,INTERNATIONAL,0,2209,MEDIUM,LOW,3,HORIZONTAL,AVAI,0,EUMN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
737,BUSIIMP,LARGE_FIN_COMP,INTSUP,49,NO_CONFIDENTIALITY_REQUIREMENT,BU,MONOLITH,LOCAL,0,2212,LOW,MEDIUM,5,VERTICAL,BOTH,0,NEW,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
738,PRODIMP,LARGE_FIN_COMP,REVSUP,7,APPROVED_PUBLIC_DATACENTER,TE,SOA,REGIONAL,0,2215,LOW,LOW,5,HORIZONTAL,NONE,0,EUMN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
739,PRODIMP,SOME_PROD,REVSUP,7,NOT_OUTSIDE_ENT_FIREWALL,BU,SOA,LOCAL,0,2218,LOW,LOW,6,VERTICAL,BOTH,0,EMAN,WEB,EXTERNAL,PREDICTABLE,0,0,0,0,1,1,1,1,Migrate
740,BUSIIMP,SOME_FIN_PROD,REVGEN,31,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,2221,HIGH,MEDIUM,5,MIXED,PERF,1,EMAN,BATCH,INTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
741,BUSICRI,LARGE_FIN_COMP,REVGEN,25,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,REGIONAL,0,2224,LOW,HIGH,4,HORIZONTAL,AVAI,1,NEW,THICK,INTERNAL,UNPREDICTABLE,0,0,0,1,1,1,1,1,Modernise
742,BUSICRI,SOME_FIN_PROD,REVSUP,40,NO_CONFIDENTIALITY_REQUIREMENT,BU,INTERFACES,INTERNATIONAL,0,2227,HIGH,MEDIUM,5,VERTICAL,BOTH,0,EMAN,DESKTOP,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Retain
743,MISCRI,LARGE_FIN_COMP,INTSUP,7,NOT_OUTSIDE_ENT_FIREWALL,BU,INTERFACES,INTERNATIONAL,0,2230,HIGH,MEDIUM,4,HORIZONTAL,NONE,1,EMAN,WEB,INTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
744,BUSICRI,SOME_FIN_PROD,RISKSUP,31,NOT_OUTSIDE_ENT_FIREWALL,TE,INTERFACES,REGIONAL,0,2233,HIGH,HIGH,6,VERTICAL,NONE,1,NEW,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
745,MISCRI,SOME_FIN_PROD,RISKSUP,58,APPROVED_PUBLIC_DATACENTER,TE,INTERFACES,NATIONAL,0,2236,HIGH,HIGH,4,MIXED,PERF,1,EMAN,WEB,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,0,1,1,Retain
746,MISCRI,LARGE_FIN_COMP,REVGEN,4,APPROVED_PUBLIC_DATACENTER,BU,MONOLITH,INTERNATIONAL,0,2239,HIGH,LOW,4,VERTICAL,AVAI,1,EUMN,WEB,EXTERNAL,NO_VARIATIOn,0,0,0,0,1,0,1,1,Retain
747,BUSICRI,SOME_PROD,REVGEN,28,NOT_OUTSIDE_ENT_FIREWALL,TE,SOA,INTERNATIONAL,0,2242,LOW,MEDIUM,5,HORIZONTAL,AVAI,0,EMAN,WEB,INTERNAL,PREDICTABLE,0,0,0,0,1,0,1,1,Retain
748,BUSIIMP,SOME_FIN_PROD,RISKSUP,58,NO_CONFIDENTIALITY_REQUIREMENT,TE,SOA,LOCAL,0,2245,LOW,HIGH,4,MIXED,NONE,1,EUMN,DESKTOP,INTERNAL,PREDICTABLE,0,0,0,1,1,1,1,1,Develop
749,NONCRI,LARGE_FIN_COMP,INTSUP,46,APPROVED_PUBLIC_DATACENTER,TE,SOA,REGIONAL,0,2248,MEDIUM,HIGH,6,MIXED,AVAI,0,EMAN,BATCH,EXTERNAL,UNPREDICTABLE,0,0,0,0,1,1,1,1,Migrate
